Unnamed: 0,Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight
347,10,1999.0,5999.0,66.67777963,3.5,30.0,142,4,2,11,1,3.5,1,13,4
348,10,1799.0,2999.0,40.01333778,3.8,645.0,130,5,2,11,1,22.0,1,7,0
349,10,1499.0,6999.0,78.58265466,4.7,1014.0,241,5,11,11,1,22.0,1,16,0
350,10,6999.0,7999.0,54.556201075,4.7,1014.0,129,5,17,11,1,22.0,1,16,0
351,10,2799.0,6999.0,60.00857265,4.7,1014.0,136,0,2,11,1,3.5,1,10,0
352,1,1299.0,4999.0,74.01480296,4.2,60292.0,320,5,11,11,1,22.0,1,14,0
353,1,1599.0,5999.0,73.34555759,4.2,25108.0,321,0,11,11,1,22.0,1,10,0
354,1,1799.0,5999.0,70.01166861,4.2,453.0,317,5,2,11,1,22.0,1,19,0
355,1,1499.0,5299.0,71.71164371,4.2,8574.0,318,5,23,11,1,22.0,1,16,0
356,1,2499.0,5999.0,58.34305718,4.3,7767.0,319,5,11,11,1,22.0,1,15,0
357,1,1799.0,3799.0,52.64543301,4.2,8003.0,85,5,20,11,1,22.0,1,14,0
358,1,2299.0,3999.0,42.51062766,4.1,2475.0,217,0,2,11,1,22.0,1,10,0
359,1,1999.0,5999.0,66.67777963,3.9,1099.0,189,4,2,13,1,22.0,1,10,0
360,1,1499.0,3799.0,60.54224796,4.2,1804.0,84,5,10,11,1,22.0,1,14,0
361,15,2799.0,7499.0,62.67502334,4.4,12644.0,55,4,2,11,1,22.0,1,16,3
362,15,4199.0,9499.0,55.79534688,4.2,7828.0,57,0,6,11,1,22.0,1,1,0
363,15,4199.0,9999.0,58.00580058,4.2,541.0,52,0,13,11,1,22.0,1,11,0
364,15,1999.0,4999.0,60.0120024,4.0,4240.0,93,4,3,11,1,3.5,1,24,0
365,15,4199.0,9499.0,55.79534688,4.2,7828.0,56,0,10,11,1,22.0,1,1,0
366,15,1999.0,4999.0,60.0120024,4.0,4240.0,92,4,18,11,1,3.5,1,24,0
367,15,3499.0,5999.0,41.67361227,4.7,1014.0,359,0,11,11,1,22.0,1,10,0
368,15,4699.0,7499.0,37.33831177,4.1,20.0,198,0,4,4,1,8.0,1,10,0
369,15,3999.0,9999.0,60.0060006,3.9,677.0,51,4,3,11,1,22.0,1,20,0
370,15,3999.0,6499.0,38.46745653,3.4,45.0,8,4,20,11,1,22.0,1,13,0
371,15,4990.0,6999.0,28.70410059,4.1,1964.0,50,5,12,11,1,8.0,1,1,3
372,15,1499.0,4499.0,66.68148477,3.8,1338.0,208,4,3,11,1,17.5,1,16,3
373,15,4990.0,6999.0,28.70410059,5.0,3.0,184,5,3,10,1,8.0,1,2,3
374,15,3999.0,7999.0,50.00625078,3.9,2874.0,53,5,2,11,1,22.0,1,1,0
375,15,3999.0,7499.0,46.67288972,4.1,99.0,230,0,2,11,1,22.0,1,8,0
376,15,3999.0,7999.0,50.00625078,3.9,2874.0,54,5,21,11,1,22.0,1,1,0
377,15,2499.0,4499.0,44.45432318,3.5,1014.0,207,4,7,11,1,17.5,1,14,0
378,15,2999.0,5499.0,45.46281142,3.8,5.0,180,5,8,11,1,8.0,1,1,0
379,15,4499.0,7499.0,40.00533404,3.1,10.0,199,0,2,11,1,8.0,1,10,0
380,15,3069.0,4999.0,38.60772154,4.0,1371.0,181,4,2,11,1,22.0,1,11,0
381,15,1499.0,3299.0,54.56198848,3.8,1014.0,186,5,2,11,1,8.0,1,1,0
382,15,3299.0,4999.0,34.00680136,3.8,1014.0,375,5,25,11,1,8.0,1,1,0
383,15,2499.0,3299.0,24.24977266,3.8,1014.0,187,5,3,11,1,8.0,1,1,0
384,15,4990.0,6999.0,28.70410059,4.1,1964.0,31,5,24,11,1,3.5,1,1,0
385,15,2999.0,5499.0,45.46281142,3.8,1014.0,179,5,2,11,1,8.0,1,1,0
386,15,3999.0,5499.0,27.27768685,4.1,16.0,188,4,2,11,1,22.0,1,1,0
387,15,2999.0,4999.0,40.0080016,4.0,1371.0,182,4,3,11,1,22.0,1,11,0
388,15,4990.0,6999.0,28.70410059,4.1,1014.0,183,5,12,11,1,8.0,1,1,3
389,15,5190.0,7499.0,30.7907721,4.1,1014.0,231,0,2,11,1,17.5,1,0,0
390,17,2199.0,4999.0,56.01120224,3.9,272.0,354,5,10,14,1,22.0,1,27,0
394,17,1999.0,3999.0,50.01250313,3.9,22.0,340,5,24,11,1,17.5,1,14,0
395,17,4499.0,7499.0,40.00533404,3.7,3.0,353,4,2,11,1,22.0,1,14,0
396,17,2199.0,4999.0,56.01120224,3.9,22.0,351,5,2,11,1,17.5,1,10,0
397,17,2999.0,5999.0,50.00833472,3.6,55.0,344,5,2,12,1,22.0,1,2,0
398,17,5499.0,7499.0,26.6702227,3.9,22.0,221,5,2,11,1,22.0,1,15,0
399,17,3499.0,3999.0,12.50312578,3.9,1014.0,355,5,8,11,1,22.0,1,12,0
400,17,2799.0,5499.0,49.09983633,3.9,22.0,339,5,2,10,1,22.0,1,14,0
402,17,3499.0,7999.0,56.25703213,1.0,1.0,352,0,2,11,1,22.0,1,10,3
403,17,1399.0,4499.0,68.90420093,4.0,469.0,350,5,23,14,1,22.0,1,28,0
406,17,1897.0,1899.0,0.105318589,3.3,4.0,83,4,11,11,1,22.0,1,21,0
407,17,2949.0,4199.0,29.76899262,3.1,10.0,160,3,2,4,1,17.5,1,23,0
408,17,3449.0,4199.0,17.86139557,2.9,17.0,346,0,2,11,1,3.5,1,22,0
409,17,1499.0,2999.0,50.01667222,3.1,24.0,205,0,2,10,1,22.0,1,23,3
411,6,2499.0,5999.0,58.34305718,2.5,1014.0,169,5,2,11,1,22.0,1,12,0
412,6,2399.0,11999.0,80.00666722,2.5,6022.0,60,5,2,11,1,22.0,1,15,0
413,6,3927.0,9999.0,60.72607261,2.5,1014.0,197,5,2,11,1,22.0,1,15,0
414,6,3927.0,9999.0,60.72607261,2.5,1014.0,197,5,8,11,1,22.0,1,15,0
415,6,2299.0,5999.0,61.67694616,2.5,24.0,171,5,3,11,1,22.0,1,13,0
416,6,2299.0,5999.0,61.67694616,2.5,201.0,171,5,2,11,1,22.0,1,13,0
417,6,6499.0,12999.0,50.00384645,2.5,1014.0,11,0,2,11,1,22.0,1,10,0
418,6,4599.0,17999.0,74.44858048,2.5,11.0,145,5,2,11,1,22.0,1,15,0
419,6,3299.0,9999.0,67.00670067,2.5,5.0,196,5,11,11,1,22.0,1,14,0
420,6,2699.0,4999.0,46.00920184,2.5,33.0,170,5,2,11,1,22.0,1,10,0
421,6,2799.0,7999.0,65.00812602,4.2,5.0,374,5,2,10,1,22.0,1,1,0
422,6,3449.0,9999.0,65.50655066,3.8,83.0,376,5,2,10,1,22.0,1,1,3
424,6,3999.0,9999.0,60.0060006,3.1,8.0,376,4,2,11,1,22.0,1,1,0
425,6,3999.0,9999.0,60.0060006,3.7,1014.0,369,0,3,10,1,22.0,1,1,0
426,6,3599.0,5999.0,40.00666778,5.0,3.0,361,4,2,11,1,22.0,1,11,0
427,6,3799.0,9999.0,62.00620062,3.7,1014.0,360,5,2,10,1,3.5,1,1,0
428,6,3499.0,9999.0,65.00650065,3.7,1014.0,360,4,20,10,1,8.0,1,1,0
429,6,3499.0,9999.0,65.00650065,3.7,1014.0,360,5,3,10,1,8.0,1,1,0
431,6,3999.0,9999.0,60.0060006,3.7,3.0,366,5,20,11,1,22.0,1,14,0
432,6,3699.0,11999.0,69.17243104,2.5,1014.0,377,5,2,11,1,8.0,1,15,0
433,6,3899.0,11999.0,67.50562547,2.5,1014.0,377,5,10,11,1,22.0,1,15,0
434,6,2298.0,5999.0,61.6936156,3.6,5.0,373,5,2,10,1,22.0,1,1,0
435,6,3299.0,11999.0,72.50604217,2.5,1014.0,379,5,2,11,1,3.5,1,15,0
436,6,1999.0,5999.0,66.67777963,3.7,1014.0,206,5,2,10,1,22.0,1,1,0
437,6,3599.0,9999.0,64.00640064,3.7,1014.0,376,5,3,10,1,22.0,1,1,0
438,6,3599.0,9999.0,64.00640064,3.7,1014.0,376,5,23,10,1,22.0,1,1,0
439,6,5998.0,9999.0,40.0140014,2.5,1014.0,378,4,3,11,1,22.0,1,10,0
440,6,5599.0,9999.0,44.00440044,2.5,1014.0,367,5,3,11,1,22.0,1,10,0
441,6,2899.0,4999.0,42.00840168,2.5,1014.0,365,5,11,11,1,22.0,1,10,0
443,6,4599.0,7999.0,42.50531316,2.5,1014.0,362,5,2,11,1,22.0,1,14,0
444,6,6999.0,15999.0,56.25351584,2.6,1014.0,368,0,4,11,1,8.0,1,11,0
445,6,5999.0,8999.0,33.33703745,2.5,1014.0,363,0,11,11,1,22.0,1,10,0
446,6,3700.0,9999.0,62.99629963,4.1,1014.0,360,5,2,11,1,8.0,1,1,0
447,6,5999.0,8999.0,33.33703745,2.5,1014.0,363,0,8,11,1,22.0,1,10,0
448,6,3200.0,7999.0,59.99499937,4.1,1014.0,370,5,3,11,1,22.0,1,1,0
449,6,3000.0,7999.0,62.49531191,4.1,1014.0,370,5,2,11,1,22.0,1,1,0
